pathwayName,searchTerms,genes,library,diseaseId,name,therapeuticAreas,id
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,ABI3,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000108798
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,DNAJC30,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000176410
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,MAPKAPK5,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000089022
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,EHBP1L1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000173442
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,DPEP3,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000141096
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,FAU,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000149806
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,CD68,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000129226
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,KANK4,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000132854
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,KANK3,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000186994
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,RAB1A,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000138069
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,RGS19,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000171700
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,PRKN,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000185345
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,RELA,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000173039
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,GDA,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000119125
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,RNASEH2C,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000172922
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,DGKB,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000136267
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,SLC1A4,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000115902
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,TNF,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000232810
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,NPAS1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000130751
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,RELB,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000104856
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,ARHGAP35,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000160007
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,CMIP,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000153815
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,GOLGA7B,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000155265
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,HSD17B1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000108786
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,GRB14,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000115290
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,USP1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000162607
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,YKT6,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000106636
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,KNTC1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000184445
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,SLC39A8,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000138821
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,PURG,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000172733
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,MICB,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000204516
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,MPDU1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000129255
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,PSKH1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000159792
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,KCNH2,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000055118
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,BPTF,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000171634
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,CCDC18,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000122483
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,PDIA3,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000167004
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,GCKR,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000084734
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,TTC36,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000172425
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,TTC21A,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000168026
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,NAALADL1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000168060
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,COASY,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000068120
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,PRPF6,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000101161
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,TMEM18,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000151353
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,MLXIPL,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000009950
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,MAP3K11,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000173327
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,LPA,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000198670
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,R3HCC1L,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000166024
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,CERS2,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000143418
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,TDRD15,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000218819
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,SAE1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000142230
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,SHBG,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000129214
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,ZNF652,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000198740
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,DOCK7,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000116641
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,FTO,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000140718
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,CCDC121,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000176714
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,INO80E,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000169592
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,KMT2A,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000118058
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,LPL,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000175445
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,ARL2,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000213465
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,LTBP3,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000168056
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,SEZ6L2,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000174938
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,SAT2,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000141504
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,TM7SF2,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000149809
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,EDC4,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000038358
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,HCAR3,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000255398
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,C1QTNF4,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000172247
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,HCAR1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000196917
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,HCAR2,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000182782
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,COBLL1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000082438
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,TSNAXIP1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000102904
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,SAC3D1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000168061
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,CYB5B,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000103018
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,DR1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000117505
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,SETDB1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000143379
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,BDNF,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000176697
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,CBX3,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000122565
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,GALNT2,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000143641
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,R3HDML,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000101074
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,APOA5,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000110243
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,APOA4,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000110244
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,ARAP2,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000047365
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,HMGA1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000137309
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,NPC1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000141458
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,SENP3,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000161956
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,G6PC2,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000152254
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,MSL2,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000174579
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,NT5C1A,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000116981
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,TSGA13,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000213265
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,PCCB,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000114054
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,CDK5,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000164885
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,MFAP1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000140259
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,APOA1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000118137
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,SP5,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000204335
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,TMEM219,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000149932
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,CFAP36,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000163001
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,NDUFS3,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000213619
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,BUD13,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000137656
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,TMBIM6,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000139644
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,SERINC4,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000184716
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,ZNF512,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000243943
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,IFT46,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000118096
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,SERINC3,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000132824
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,TNRC6A,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000090905
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,CATSPER2,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000166762
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,DTHD1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000197057
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,KCNK7,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000173338
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,DAGLA,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000134780
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,NFAT5,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000102908
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,CELF1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000149187
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,ABCB8,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000197150
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,ZC3H4,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000130749
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,TRPS1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000104447
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,NLRC5,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000140853
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,RPAP1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000103932
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,AGPAT4,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000026652
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,AFF1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000172493
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,C20ORF204,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,ZNRD2,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000173465
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,BCL7B,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000106635
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,ERICH2,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000204334
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,VPS51,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000149823
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,NPBWR2,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000125522
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,BUD23,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000071462
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,SERF2,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000140264
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,CD300LG,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000161649
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,NCKAP5L,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000167566
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,NDUFA7,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000267855
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,NOS3,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000164867
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,NFKBIL1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000204498
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,ARNT,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000143437
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,PPP2R3A,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000073711
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,APOC4,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000267467
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,ARID1A,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000117713
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,RMC1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000141452
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,APOC1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000130208
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,APOC3,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000110245
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,POLR1C,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000171453
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,ALDH1A2,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000128918
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,APOC2,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000234906
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,LTB,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000227507
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,LTA,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000226979
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,TYRO3,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000092445
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,KCTD13,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000174943
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,CCDC62,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000130783
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,ZPR1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000109917
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,NECTIN2,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000130202
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,TRIB1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000173334
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,MTCH2,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000109919
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,EIF4A1,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000161960
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,LTK,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000062524
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,SMIM29,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000186577
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,CAMK2B,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000058404
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,SLC4A2,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000164889
ABDOMINAL OBESITY-METABOLIC SYNDROME 1,obesity,PLG,Jensen_DISEASES_Experimental_2025,EFO_0001073,obesity,['OTAR_0000020'],ENSG00000122194
